Step	Tr_loss	test_loss	f-1	precision	recall
500	0.2809664309024811	0.2400266064304701	0.818949973484179	0.822439197585656	0.8154902305932055
1000	0.19086645543575287	0.20861216665993274	0.8402279442802871	0.8395486977610629	0.8409082907938743
1500	0.14383786916732788	0.1994726236017657	0.8477229932352326	0.8397291976097544	0.8558704453441296
2000	0.12178190052509308	0.1905606894845694	0.8582107972777602	0.8596051283862537	0.8568209822214399
2500	0.09814665466547012	0.18295593129497179	0.8626578366445915	0.8654854712969525	0.859848618201021
3000	0.09429747611284256	0.1851569907346242	0.8644022844210265	0.8682864450127877	0.8605527195916212
3500	0.09583739936351776	0.192708992202517	0.8662701963054575	0.8633470872088957	0.8692131666960042
4000	0.0928773507475853	0.19709620425398922	0.8668113101903694	0.8616551292308763	0.8720295722584052
4500	0.07334179431200027	0.20541060201718775	0.8685007792935573	0.8640671823820475	0.8729801091357156
5000	0.05551346018910408	0.20412358053973023	0.8714102090046308	0.8716711286459067	0.8711494455201549
5500	0.05501332879066467	0.21403914165328924	0.8694192329888253	0.8637848356383349	0.8751276183770463
6000	0.04444175958633423	0.22375075645010237	0.8709859154929577	0.8711392850854024	0.8708325998943848
6500	0.04950796067714691	0.2304909155822136	0.8703820099168936	0.8633576945724083	0.8775215631050871
7000	0.029081031680107117	0.2331940899012794	0.8710528166537731	0.8700432018545187	0.8720647773279352
7500	0.03199959918856621	0.2391648980933176	0.8696717295443411	0.8645583272448945	0.8748459778208062
8000	0.030748629942536354	0.24593783243441245	0.8702914249772871	0.8638618154070271	0.8768174617144869
8500	0.040796130895614624	0.2546844633532242	0.8715668874870406	0.8700533258490036	0.8730857243443055
9000	0.030984682962298393	0.2569680067015366	0.870214556163231	0.866599169081451	0.8738602358739659
9500	0.02496045082807541	0.26258739996963826	0.8700728906290969	0.8640466601860852	0.8761837704629467
10000	0.03498997166752815	0.26878292816625515	0.8704989419562443	0.8648874061718098	0.8761837704629467
10500	0.01830553635954857	0.27014073519639564	0.8711946252361957	0.8659524886090919	0.8765006160887168
11000	0.027473649010062218	0.2727343427463317	0.8721011700413368	0.8678146895806463	0.8764302059496567
11500	0.030564749613404274	0.27854415501507235	0.8707051966464215	0.8658103592314118	0.8756556944199965
12000	0.021853618323802948	0.27788295880169933	0.8722218327140153	0.8685377177365867	0.8759373349762366
12500	0.015043935738503933	0.27847348111616055	0.871902635496016	0.8674216027874564	0.8764302059496567
