Step	Tr_loss	test_loss	f-1	precision	recall
1000	0	0.021114118056188166	0.8245356793743891	0.858087487283825	0.7935089369708372
2000	0	0.018216564857833822	0.8542452830188679	0.8566698202459792	0.8518344308560677
3000	0	0.017830091056374595	0.8570774163994503	0.8352678571428571	0.8800564440263405
4000	0	0.01614969547077174	0.868220742150333	0.8782483156881616	0.8584195672624647
5000	0	0.017710241338264356	0.8655705996131529	0.8905472636815921	0.8419567262464722
6000	0	0.019564590544741547	0.8720514653323803	0.8836310960888459	0.8607714016933208
7000	0	0.017091826516085526	0.873929590865842	0.8840230991337825	0.8640639698965192
8000	0	0.019292570007833798	0.8768754465348892	0.8880849011095031	0.8659454374412041
9000	0	0.019978016936285814	0.8716875871687588	0.8616727941176471	0.8819379115710254
10000	0	0.02060291037278276	0.8736015234467983	0.8843373493975903	0.8631232361241769
11000	0	0.02083943922295642	0.8732461355529132	0.8831168831168831	0.863593603010348
12000	0	0.023307418234279037	0.8751458576429404	0.8684576192681797	0.8819379115710254
13000	0	0.024709874390244062	0.8752986144290492	0.8893203883495145	0.8617121354656632
14000	0	0.02560780475794954	0.881648298993771	0.8984375	0.8654750705550329
15000	0	0.025000743395780067	0.8789778206364512	0.9015825914935707	0.8574788334901223
16000	0	0.026631589998609165	0.8787140769605455	0.9111111111111111	0.8485418626528692
17000	0	0.026472447551524555	0.8751486325802615	0.8850408850408851	0.8654750705550329
18000	0	0.028949706146204974	0.8805509380194727	0.8892086330935252	0.8720602069614299
19000	0	0.03136848216600926	0.8727092620108965	0.9215481171548117	0.8287864534336783
20000	0	0.027362567215213473	0.8830732292917167	0.9019127023050515	0.8650047036688617
21000	0	0.030653894249297365	0.8739255014326647	0.8874878758486906	0.8607714016933208
22000	0	0.030616228619564166	0.867595818815331	0.921247357293869	0.8198494825964252
23000	0	0.03088328094077362	0.873924797247481	0.9150797735460627	0.8363123236124177
24000	0	0.029603424357433974	0.8801753531417438	0.9126262626262627	0.8499529633113829
25000	0	0.030026786055573275	0.8772182254196642	0.8948140900195695	0.8603010348071496
26000	0	0.03006507036551623	0.8849809885931559	0.8943323727185398	0.8758231420507996
27000	0	0.02728232090085955	0.8829000715478178	0.895500725689405	0.8706491063029163
28000	0	0.027571274216850877	0.8831045906294368	0.8885714285714286	0.8777046095954845
29000	0	0.03440049551689709	0.8816738816738817	0.9020669291338582	0.8621825023518345
30000	0	0.030390666912532817	0.8827717133364974	0.8908045977011494	0.8748824082784572
31000	0	0.030922855322682102	0.8832321345165811	0.87708719851577	0.8894637817497648
32000	0	0.03205279081946724	0.8820562094643286	0.9013254786450663	0.863593603010348
33000	0	0.028977420053143108	0.8801329219083789	0.8883564925730714	0.8720602069614299
34000	0	0.03593877790672836	0.8782503037667071	0.9084967320261438	0.8499529633113829
35000	0	0.03560034073495739	0.8804297057449789	0.87430426716141	0.8866415804327376
36000	0	0.03187774592341567	0.8776671408250356	0.8847992351816444	0.8706491063029163
37000	0	0.033511902277790745	0.8806603773584905	0.8831598864711447	0.8781749764816557
38000	0	0.03447780972609008	0.881372312152694	0.9061102831594635	0.8579492003762935
39000	0	0.037513767906897505	0.8804083616917842	0.9109657947686117	0.8518344308560677
40000	0	0.03469771901998197	0.883349467570184	0.9097706879361914	0.8584195672624647
41000	0	0.03577835623069968	0.8827115337722508	0.9164556962025316	0.8513640639698965
42000	0	0.034001525725946356	0.8874969886774271	0.9096296296296297	0.8664158043273753
43000	0	0.03301732433618794	0.8802884615384614	0.900196656833825	0.861241768579492
44000	0	0.03466469266871646	0.8870232669704964	0.9050416054821341	0.8697083725305739
45000	0	0.03648956731604543	0.8866474543707973	0.9057899901864573	0.8682972718720602
46000	0	0.03732319941750767	0.8830479864962624	0.9059871350816427	0.861241768579492
47000	0	0.03713320290118876	0.884275829157719	0.8973365617433414	0.8715898400752587
48000	0	0.037001882883077354	0.8833452126395819	0.8924627940470475	0.874412041392286
49000	0	0.03709665699009324	0.8832897551699549	0.8928399807784719	0.8739416745061148
50000	0	0.037548736557626805	0.8824653607262303	0.8966019417475728	0.8687676387582314
