Step	Tr_loss	test_loss	f-1	precision	recall
500	0.18006031215190887	0.21214102418489858	0.8391444973159705	0.8313034725717161	0.8471348468271335
1000	0.11758033186197281	0.18986609808995691	0.8599638484362743	0.8578281281894264	0.8621102297592997
1500	0.10195834189653397	0.19112130600801655	0.865791442758996	0.8612802814995263	0.8703501094091903
2000	0.07620562613010406	0.2013192668976918	0.8683815502183406	0.866489651416122	0.8702817286652079
2500	0.06481387466192245	0.21526069918148955	0.8711835625742911	0.8653936981310303	0.8770514223194749
3000	0.0452733114361763	0.2422396714838458	0.8693109800408984	0.8595060655682919	0.8793421772428884
3500	0.03815258666872978	0.25600774817063776	0.8713783200502999	0.8662116963410926	0.8766069474835886
4000	0.025533277541399002	0.2691204801831447	0.8712017450413434	0.8618313204643538	0.8807781728665208
4500	0.011686950922012329	0.2849380120005406	0.8710550350099786	0.8618716112189571	0.8804362691466083
5000	0.01247226633131504	0.30598757804279597	0.8720176457712449	0.8590717579537538	0.885359682713348
5500	0.01286778412759304	0.3067836969251364	0.8725126704989966	0.8680541455160744	0.8770172319474836
6000	0.016527250409126282	0.314174193731496	0.8745344586052551	0.8739670832479683	0.8751025711159738
6500	0.010949278250336647	0.33066475265462636	0.8751913981421621	0.8710125296308838	0.8794105579868708
7000	0.006463255733251572	0.339855550250537	0.8727985678970248	0.8704390111198014	0.8751709518599562
7500	0.005131558980792761	0.337142482190065	0.8740710577216736	0.8675648366453351	0.880675601750547
8000	0.008798923343420029	0.3466572769930665	0.8743894165535956	0.8675619278406032	0.8813252188183808
8500	0.016025464981794357	0.3564007152134264	0.8752378363685784	0.8698001080497029	0.8807439824945296
9000	0.006456200033426285	0.3658175544000008	0.8743335093606799	0.8712612459684265	0.8774275164113785
9500	0.00539841502904892	0.363215832643106	0.8752085532364058	0.871617497456765	0.8788293216630197
10000	0.003067726269364357	0.3768103538264691	0.8761315963788916	0.8704984980930844	0.8818380743982495
10500	0.0057220724411308765	0.37582390472083027	0.8748493132078036	0.8689331849303518	0.8808465536105032
11000	0.022811314091086388	0.3998274007733439	0.8411113375450038	0.835605344850857	0.8466903719912473
11500	0.0376044362783432	0.3962920614531342	0.8241070667462279	0.8218791444213963	0.8263471006564551
12000	0.11902528256177902	0.3985013961791992	0.7434820588630561	0.7308124174372523	0.7565987417943107
12500	0.14756467938423157	0.41881029244879603	0.7140166894144883	0.7216847693221109	0.7065098468271335
13000	0.07119120657444	0.3918752221154495	0.7870382990323022	0.7843656615050258	0.7897292122538293
13500	0.10207848250865936	0.41721775456213617	0.7193350049805929	0.7226861757195113	0.7160147702407003
14000	0.042776335030794144	0.3875364140725472	0.8085084519344397	0.8099927936584194	0.8070295404814004
14500	0.049533430486917496	0.4091865059355615	0.8061681481984121	0.80003367003367	0.8123974288840262
15000	0.1533554494380951	0.45020035916650797	0.7101471516019574	0.7083234123609646	0.7119803063457331
15500	0.15630459785461426	0.47205411842171574	0.6604985685357168	0.6747752889142531	0.6468134573304157
16000	0.16899698972702026	0.4780247761330134	0.6650930392832529	0.6703598221728257	0.6599083698030634
16500	0.15529859066009521	0.46231692819528175	0.6793703684420611	0.6898459803334156	0.6692081509846827
17000	0.19284945726394653	0.46665155383902535	0.6761383325247765	0.6854011521708585	0.6671225382932167
17500	0.1217203214764595	0.45331072051760174	0.7056295063782584	0.7155511811023622	0.6959792122538293
18000	0.25028905272483826	0.5053705153330951	0.5755974011672723	0.6213249861320231	0.5361392231947484
18500	0.1467902809381485	0.47556595693171866	0.6558842454913828	0.6674335468799774	0.6447278446389497
19000	0.225807785987854	0.5135468546773346	0.5859453993933266	0.6208295071931436	0.5547729759299781
19500	0.20933102071285248	0.5032247884172789	0.6064110979049511	0.6301662795413486	0.5843818380743983
20000	0.1810980886220932	0.4950787122820465	0.6299390222410208	0.6500327344147814	0.6110503282275711
