Step	Tr_loss	test_loss	f-1	precision	recall
500	0.22486050426959991	0.25216442094722263	0.8114790742460194	0.8162227602905568	0.8067902078774617
1000	0.25387752056121826	0.2107575231454742	0.8377868113550933	0.8335759011677103	0.8420404814004376
1500	0.20563940703868866	0.20036559184672129	0.8446172228673363	0.8316706989692771	0.8579731947483589
2000	0.15888607501983643	0.18715814049814788	0.859199559137563	0.8655794587092297	0.8529130196936543
2500	0.12100251764059067	0.17982798730823354	0.8613676473107963	0.8633350506611712	0.8594091903719913
3000	0.1370881199836731	0.18772573412304194	0.8643900109170307	0.862506808278867	0.866281455142232
3500	0.12183225154876709	0.1829783215489186	0.8648962117723311	0.8629386338109662	0.8668626914660832
4000	0.09031474590301514	0.19439262970232626	0.863696069516015	0.8509988717063782	0.8767778993435449
4500	0.09745262563228607	0.1926928995780542	0.870411473450572	0.869313143714617	0.8715125820568927
5000	0.0808439701795578	0.18390597528974775	0.8707656691519423	0.8670757339480643	0.8744871444201313
5500	0.05066952854394913	0.202958463153369	0.8694526312202935	0.866456147499236	0.8724699124726477
6000	0.09172680974006653	0.20249345520852316	0.8708081363386476	0.8751381215469614	0.8665207877461707
6500	0.0471344068646431	0.21997401055315852	0.8716590253014094	0.8658660009446056	0.8775300875273523
7000	0.039993852376937866	0.22270462252724338	0.8721240215305722	0.8662843649856636	0.878042943107221
7500	0.036208849400281906	0.22386158100316222	0.8735542117366494	0.8704552398411244	0.8766753282275711
8000	0.03798425942659378	0.24027283888467602	0.8726760754512145	0.8659776461082682	0.8794789387308534
8500	0.05084843561053276	0.2404423135686928	0.8702043562358086	0.8563909027708809	0.8844707330415755
9000	0.02626766823232174	0.25294908545386624	0.8733298246209742	0.8673658651738442	0.8793763676148797
9500	0.016237840056419373	0.2575649295894193	0.8719383229856041	0.8699795779441797	0.8739059080962801
10000	0.0297173410654068	0.2554175188423882	0.8701147854605082	0.869401966138722	0.8708287746170679
10500	0.017819946631789207	0.268890005392088	0.8700972061722521	0.8649817542911205	0.87527352297593
11000	0.03812859579920769	0.2713190352832767	0.872385684869731	0.868439776384889	0.8763676148796499
11500	0.01141584012657404	0.2861004177953156	0.874015346138796	0.8698567509905517	0.8782138949671773
12000	0.016703395172953606	0.28770763248624937	0.8723577511620806	0.8657485352548994	0.8790686542669585
12500	0.016307877376675606	0.2863129975510315	0.8680566175595996	0.8628517379995271	0.8733246717724289
13000	0.022248635068535805	0.2934924458533945	0.8697778613813978	0.8700605562968285	0.8694953501094091
13500	0.032303012907505035	0.30187020020585664	0.8658630155671877	0.863610081289752	0.8681277352297593
14000	0.01000562496483326	0.30672609659147937	0.869614164363934	0.8676901082442644	0.871546772428884
14500	0.024776583537459373	0.3185827295545121	0.8658542803242747	0.8608360650197695	0.8709313457330415
15000	0.011652580462396145	0.3125096781992576	0.8720010905125409	0.8691576086956522	0.874863238512035
15500	0.009831571951508522	0.3313759288317721	0.8728784677254448	0.8700910449789373	0.875683807439825
16000	0.00976184755563736	0.32572060970353406	0.8708030063962268	0.8642777759067793	0.8774275164113785
16500	0.01644141785800457	0.3249977321272165	0.8739607923637484	0.8745292707976721	0.8733930525164114
17000	0.010893856175243855	0.33979911556546116	0.8712631525094221	0.8691436153924671	0.8733930525164114
17500	0.008625892922282219	0.3336739124546588	0.8719127134078878	0.8681739602047388	0.875683807439825
18000	0.03468974307179451	0.34001965128200157	0.8604050564088623	0.8551742772223724	0.8657002188183808
18500	0.007814296521246433	0.3308914127484174	0.8698835612955712	0.8625012603771048	0.8773933260393874
19000	0.01835581660270691	0.34236227773444755	0.8743668720054757	0.8752055357632228	0.8735298140043763
19500	0.007200243417173624	0.3569416028093284	0.8753920632756034	0.8728923035082948	0.877906181619256
20000	0.0016252521891146898	0.3533936770449222	0.8752041927579636	0.8711720867208672	0.8792737964989059
20500	0.0010281398426741362	0.36513106713832266	0.8773267090890529	0.8731965047754522	0.881496170678337
21000	0.0060762581415474415	0.37342745695315616	0.8755563163300238	0.8766968325791855	0.8744187636761488
21500	0.005781922489404678	0.37165541485161846	0.876482331462112	0.8748254368336796	0.8781455142231948
22000	0.003914665896445513	0.3816467888758216	0.8767076619084933	0.87358272795166	0.8798550328227571
22500	0.00481927115470171	0.37947720079354835	0.876481351642526	0.8767662253241644	0.8761966630196937
23000	0.013294833712279797	0.37939247530950626	0.8752442941386402	0.8701131947964184	0.8804362691466083
23500	0.0018102764151990414	0.3856357999250922	0.8750872058398136	0.8710409538972257	0.8791712253829321
24000	0.006532563362270594	0.37768309552904583	0.8758053765829815	0.8755509994874423	0.8760599015317286
24500	0.0013980360236018896	0.394158177182708	0.8775974414667099	0.8779728296205044	0.877222374179431
25000	0.008904156275093555	0.3903453316487057	0.8763960773631162	0.8728296256104178	0.879991794310722
25500	0.004620466846972704	0.3873160850833839	0.8772627537026879	0.8796754675467546	0.874863238512035
26000	0.000733797496650368	0.3944087032700928	0.877599877752687	0.8716651489089008	0.8836159737417943
26500	0.0059247976168990135	0.3874207571358748	0.8772582268547741	0.8754213339688809	0.8791028446389497
27000	0.0073167551308870316	0.39899088547263345	0.8784506777430217	0.8783455819518031	0.8785557986870897
27500	0.008715043775737286	0.39664148486835854	0.8778701369489678	0.8747114731839782	0.8810516958424508
28000	0.0008707143133506179	0.40017450716294034	0.8780961135794902	0.8744193931174775	0.8818038840262582
28500	0.000833178753964603	0.39702338148170796	0.8774976497735236	0.8773626824349728	0.8776326586433261
29000	0.00362117076292634	0.40392408278626457	0.878724311418095	0.8766461360465512	0.8808123632385121
29500	0.0027472595684230328	0.4053860310937317	0.8790486088630671	0.8761079979623025	0.8820090262582057
30000	0.0007648448226973414	0.40531263636871123	0.8785922354905201	0.875505007638771	0.8817013129102844
30500	0.00038895499892532825	0.4023087289131863	0.8785543811796794	0.8761049911600707	0.8810175054704595
31000	0.0005765791283920407	0.40481802275483036	0.8785853142798679	0.8764033476219637	0.8807781728665208
31500	0.002275686478242278	0.40727666482119496	0.8785979493817488	0.8753478585488359	0.8818722647702407
